,rmse,oos_rmse,FGI,in_study_prediction,in_study_labels,oos_prediction,oos_labels,dimensionality_reduction,out_of_study,in_study,feature_combinations
0,0.2402439885,0.3230566278,0.0075013764,"[0.4792894318, 0.4998842717, 0.4796519557, 0.4146728183, 0.3385028125, 0.4697830751, 0.5017541345000001, 0.326271542, 0.4523737668, 0.5186626661, 0.42091144010000003, 0.42667564700000005, 0.49750882, 0.2885264745, 0.4533716902, 0.37567948700000003, 0.512627305, 0.4030817658, 0.3621217345, 0.4879223355, 0.45106886230000004, 0.37936053210000004, 0.36889338660000004, 0.4758330759, 0.3481501999, 0.4388693068, 0.4371806834, 0.5359090152, 0.49386339690000003, 0.4202578603, 0.2455577408, 0.4067618825, 0.4963808537, 0.38904093910000004, 0.4352026229, 0.4535316904, 0.432693449, 0.4783848845, 0.5402012277, 0.3904583628, 0.4514020926, 0.5262599702, 0.4298141333, 0.5304624324, 0.4631596323, 0.4353982134, 0.43141169570000004, 0.4060229583, 0.26710553600000003]","{'Wolfburn_1_2_CMapFixations': 0.25, 'Inchgower_2_1_VideoFixations': 0.25, 'Glenfiddich_1_2_VideoFixations': 0.75, 'Fettercairn_2_2_VideoFixations': 0.75, '32': 0.25, '22': 0.875, 'Glenfiddich_1_1_CMapFixations': 0.375, '62': 0.125, 'Clynelish_1_1_VideoFixations': 1.0, '1': 0.625, '74': 0.125, 'Speyburn_2_2_CMapFixations': 0.625, 'Dufftown_3_1_VideoFixations': 0.375, '64': 0.125, 'Longmorn_3_2_VideoFixations': 0.75, '16': 1.0, 'Longmorn_3_1_CMapFixations': 0.75, 'Glenfiddich_2_1_VideoFixations': 0.5, '58': 0.375, 'Miltonduff_2_2_CMapFixations': 0.25, '66': 0.375, '81': 0.125, 'Fettercairn_2_1_VideoFixations': 0.5, 'Aberfeldy_1_1_CMapFixations': 0.5, '63': 0.25, 'Wolfburn_1_1_CMapFixations': 0.25, 'Wolfburn_2_2_VideoFixations': 0.75, 'Balblair_2_1_CMapFixations': 0.375, 'Aberfeldy_2_1_CMapFixations': 0.5, 'Tomatin_1_1_VideoFixations': 0.625, 'Clynelish_2_2_CMapFixations': 0.375, 'Pulteney_1_1_VideoFixations': 0.375, 'Inchgower_2_2_VideoFixations': 0.75, 'Edradour_2_1_CMapFixations': 0.875, 'Dufftown_1_1_CMapFixations': 0.625, 'Tomatin_2_2_VideoFixations': 0.625, 'Miltonduff_1_2_CMapFixations': 0.625, 'Wolfburn_2_2_CMapFixations': 0.75, 'Fettercairn_2_2_CMapFixations': 0.75, 'Oban_1_2_VideoFixations': 0.375, 'Aberfeldy_1_2_VideoFixations': 0.375, 'Aberfeldy_1_1_VideoFixations': 0.5, 'Pulteney_1_2_CMapFixations': 0.25, 'Fettercairn_2_1_CMapFixations': 0.5, 'Clynelish_2_2_VideoFixations': 0.375, 'Dufftown_2_2_VideoFixations': 0.875, 'Dufftown_3_1_CMapFixations': 0.375, '15': 0.5, 'Fettercairn_1_2_CMapFixations': 0.625}","[0.47300001620000004, 0.4387578935, 0.6051546028, 0.5706877019000001, 0.5670549163, 0.5762518117000001, 0.5412411774, 0.48691622700000003, 0.532611005, 0.5814711133, 0.3771208851, 0.5686211269, 0.5878222797, 0.5958198969, 0.5790617566, 0.46388427330000004, 0.5266917946, 0.2951292063, 0.5117885266000001, 0.35331076310000004, 0.6031791998, 0.4836060922, 0.43777289610000003, 0.5590558, 0.5505053511, 0.5791566539, 0.5934612933, 0.56669323, 0.5644592478, 0.4110607797, 0.5699922740000001, 0.5544375775, 0.5862085805, 0.5797171304000001, 0.21101551030000001, 0.5324274883, 0.43589852840000004, 0.5082654088, 0.47482978730000003, 0.559146915, 0.36453696890000004, 0.5782711386, 0.5699882377000001, 0.5722363764, 0.4395509078, 0.43144944830000004, 0.3401059184, 0.5829150887, 0.6015778453, 0.50988721, 0.5560227379, 0.45723395450000004, 0.39526948030000003, 0.5710186073, 0.4520199596, 0.5866006171, 0.5645963335, 0.5826001951, 0.49725439670000005, 0.5748252465, 0.5615364125, 0.5728032857, 0.5931614083, 0.5461687174000001, 0.5503370080000001, 0.4631447992, 0.4531385834, 0.5623794992, 0.578089551, 0.532362466, 0.5357770552000001, 0.6144882975, 0.5702633084000001, 0.42358290330000004, 0.5927044210000001, 0.5391458634, 0.5606828103, 0.5635484272, 0.5677648466, 0.47122893720000003, 0.5664178399, 0.5733551520000001, 0.5776345123000001, 0.5393256477, 0.5882774508, 0.5699043311, 0.43051288860000003, 0.3449588269, 0.525567976, 0.49022636610000003, 0.568573065, 0.5157714654000001, 0.5528453284, 0.6002314976, 0.5757377315000001, 0.5783542999, 0.5574474457, 0.5320816406000001, 0.5822729773, 0.36394933100000004, 0.5680022533, 0.5087369304, 0.5108789478, 0.3661737225, 0.5291240399, 0.4156774908, 0.3279336805, 0.5765810494, 0.5709496193, 0.5658724073, 0.5237909616, 0.49846222240000004, 0.5667140321, 0.47827380740000003, 0.5676907155, 0.4379944847, 0.3446205784, 0.5391072753, 0.5416778407, 0.5692953528, 0.5654569704, 0.6014279918000001, 0.5671099284000001, 0.4059772009, 0.5653972328, 0.5847414036, 0.4831697475, 0.531689936, 0.4046741773, 0.5213095996, 0.5313338521000001, 0.5778066633, 0.3512961374, 0.5313975707, 0.35754912580000003, 0.45545962840000004, 0.6046871086, 0.48159059870000004, 0.5506383221, 0.5268592080000001, 0.5560101745, 0.553040638, 0.5797707085, 0.5577219376, 0.6187441491, 0.5599896568, 0.5657076005, 0.5734905281, 0.44371142290000004, 0.31908298160000004, 0.49407681140000004, 0.5868351402, 0.5505621903, 0.45092284990000003, 0.5270682773, 0.4996323896, 0.5411012547, 0.4260574898, 0.5829443406, 0.4240903064, 0.5680916746, 0.5834169279, 0.5700643063, 0.5133016621000001, 0.5747570675, 0.5655805257000001, 0.45742447220000004, 0.48355528680000004, 0.5057301419, 0.5779486545, 0.6017543238, 0.5856823847, 0.4987448868, 0.4387985969, 0.5552400238, 0.5786932888, 0.5594911602, 0.588676791, 0.5703360678, 0.5957307472000001, 0.5070924885, 0.5653459165, 0.5758633128, 0.5865873487000001, 0.5839163911, 0.5584627699, 0.5464462234, 0.5832281818, 0.3646685257, 0.6023492921, 0.4518482017, 0.5723544665, 0.5252453123, 0.5792577923000001, 0.606841949, 0.5563324527, 0.5637744473, 0.5758171491, 0.5029227863, 0.5393593986, 0.5131032336, 0.60078266, 0.5232099182000001, 0.5126280127, 0.5108017460000001, 0.5886538105, 0.5677386806, 0.5855560412, 0.5180039211, 0.4581773079, 0.5608032671000001, 0.3250374364, 0.597889299, 0.5733033342, 0.5719351987, 0.4585019114]","{'208': 1.0, '213': 0.0, '63': 0.5, '197': 0.0, '97': 0.5, '204': 0.0, '181': 0.0, '146': 0.5, '50': 0.5, '96': 0.5, '148': 0.0, '209': 0.5, '144': 0.5, '80': 0.0, '43': 0.5, '91': 1.0, '28': 0.5, '74': 1.0, '147': 0.5, '13': 0.5, '86': 0.5, '66': 0.5, '184': 0.5, '199': 0.5, '48': 0.5, '129': 0.0, '12': 0.0, '71': 0.0, '9': 1.0, '162': 0.5, '130': 0.5, '173': 0.5, '155': 1.0, '149': 0.5, '164': 0.5, '54': 0.5, '11': 0.5, '171': 0.5, '158': 0.5, '122': 0.5, '8': 0.5, '143': 0.5, '152': 0.5, '3': 0.5, '67': 0.5, '138': 0.5, '133': 0.5, '16': 1.0, '46': 1.0, '73': 0.5, '38': 0.5, '136': 0.5, '212': 0.5, '31': 0.5, '88': 0.5, '186': 0.5, '78': 0.0, '113': 0.5, '5': 0.5, '183': 1.0, '193': 1.0, '18': 0.5, '14': 0.5, '102': 1.0, '83': 0.5, '68': 0.5, '134': 0.0, '211': 0.5, '53': 1.0, '85': 0.5, '205': 0.0, '84': 0.5, '206': 0.0, '106': 0.5, '127': 0.5, '60': 0.5, '17': 0.5, '76': 0.0, '107': 0.0, '2': 0.0, '174': 0.5, '124': 1.0, '4': 0.5, '79': 1.0, '27': 0.5, '140': 0.0, '75': 0.5, '33': 0.5, '216': 0.5, '141': 0.5, '1': 0.5, '57': 0.5, '139': 0.5, '179': 0.5, '190': 0.5, '214': 1.0, '10': 0.5, '177': 0.5, '25': 0.5, '99': 0.5, '29': 0.0, '47': 0.5, '69': 0.0, '104': 0.5, '35': 0.5, '169': 0.5, '188': 0.5, '114': 0.5, '176': 0.5, '126': 1.0, '22': 0.5, '201': 0.5, '194': 0.5, '93': 0.0, '70': 1.0, '172': 1.0, '49': 1.0, '195': 1.0, '98': 0.0, '200': 1.0, '7': 0.0, '123': 0.0, '37': 0.5, '196': 0.0, '55': 0.5, '77': 0.5, '45': 0.5, '131': 0.5, '61': 1.0, '128': 0.5, '120': 0.0, '30': 0.0, '178': 0.5, '170': 0.5, '64': 0.5, '198': 0.5, '40': 0.5, '157': 0.5, '154': 0.5, '87': 0.5, '180': 1.0, '89': 0.0, '32': 0.5, '150': 1.0, '19': 1.0, '110': 0.0, '52': 1.0, '62': 0.5, '108': 0.5, '90': 0.0, '142': 0.5, '56': 1.0, '105': 0.5, '115': 0.5, '39': 0.5, '34': 0.0, '161': 0.5, '166': 1.0, '132': 0.0, '6': 0.5, '101': 0.5, '203': 0.0, '21': 0.5, '163': 0.5, '215': 0.5, '109': 0.0, '168': 0.0, '167': 0.0, '15': 0.0, '207': 0.5, '82': 0.5, '191': 1.0, '111': 0.5, '159': 0.0, '23': 0.5, '189': 0.5, '20': 1.0, '41': 1.0, '42': 0.5, '112': 0.5, '192': 0.0, '36': 0.0, '118': 1.0, '44': 0.0, '187': 0.5, '119': 0.0, '51': 0.0, '58': 0.5, '185': 0.5, '100': 0.5, '160': 0.5, '153': 0.0, '103': 0.0, '65': 0.0, '175': 1.0, '116': 0.5, '92': 0.5, '182': 0.5, '24': 0.0, '94': 0.0, '59': 0.5, '26': 1.0, '151': 0.5, '125': 0.5, '95': 1.0, '137': 0.5, '117': 1.0, '72': 0.5, '165': 0.5, '81': 0.5, '135': 0.0, '210': 0.5, '156': 0.0, '145': 0.5, '202': 0.5, '121': 0.5}",lasso,emip,"['fractions', 'cscw']","['information_processing_ratio', 'saccade_speed_skewness', 'entropy_xy', 'saccade_verticality']"
1,0.25437574820000003,0.3315782403,0.007203851900000001,"[0.6123880107, 0.5933357223, 0.2815305517, 0.5292719478, 0.4472045906, 0.48083355190000004, 0.48411942020000004, 0.6280765276, 0.6261643975, 0.4941891042, 0.5596325814, 0.41090508810000004, 0.40713839960000003, 0.5554178128, 0.4419757723, 0.45159028500000004, 0.5054956834000001, 0.508580798, 0.5044411827, 0.5502155751, 0.5301630698, 0.4192023338, 0.6037675664000001, 0.4586244544, 0.3530777014, 0.36677198990000004, 0.49503074620000004, 0.5969032287, 0.5258643554, 0.4361790434, 0.621585071, 0.46730030580000004, 0.3592095469, 0.5697509169, 0.5129001415000001, 0.5876505075, 0.5640976741, 0.4842444527, 0.5908984386, 0.6256616808000001, 0.6099858202, 0.5628213369, 0.556330889, 0.4472344794, 0.45754390310000004, 0.33082854700000003, 0.5016792665, 0.352893919, 0.4410761602]","{'Edradour_2_2_CMapFixations': 0.25, 'Edradour_2_2_VideoFixations': 0.25, '48': 0.25, 'Pulteney_2_1_VideoFixations': 0.625, '27': 0.0, 'Glenfiddich_2_1_VideoFixations': 0.5, '57': 0.25, 'Miltonduff_1_2_CMapFixations': 0.625, 'Longmorn_2_1_VideoFixations': 0.625, '71': 0.0, 'Tomatin_1_1_CMapFixations': 0.625, '15': 0.5, '51': 0.75, '33': 0.25, 'Wolfburn_1_1_CMapFixations': 0.25, 'Glenfiddich_2_2_VideoFixations': 0.25, 'Miltonduff_1_1_VideoFixations': 0.875, '76': 0.125, 'Clynelish_1_1_VideoFixations': 1.0, '22': 0.875, '18': 0.625, 'Clynelish_2_1_CMapFixations': 0.5, 'Aberfeldy_2_1_CMapFixations': 0.5, '16': 1.0, '75': 0.25, 'Klichoman_1_1_CMapFixations': 0.375, 'Speyburn_3_1_CMapFixations': 0.25, 'Dufftown_1_2_CMapFixations': 0.75, '13': 0.25, '32': 0.25, 'Balblair_2_1_CMapFixations': 0.375, 'Tomatin_2_1_VideoFixations': 0.375, '52': 0.5, 'Pulteney_1_2_CMapFixations': 0.25, '34': 0.0, 'Tomatin_2_2_CMapFixations': 0.625, 'Tomatin_2_1_CMapFixations': 0.375, 'Dufftown_2_1_CMapFixations': 0.625, 'Miltonduff_2_1_VideoFixations': 0.75, 'Aberfeldy_1_1_CMapFixations': 0.5, 'Klichoman_1_2_VideoFixations': 0.625, 'Fettercairn_3_1_VideoFixations': 0.625, 'Inchgower_1_1_VideoFixations': 0.5, 'Tomatin_1_2_VideoFixations': 0.5, 'Dufftown_2_2_CMapFixations': 0.875, 'Aberfeldy_2_2_CMapFixations': 0.375, 'Longmorn_3_2_VideoFixations': 0.75, '72': 0.125, 'Edradour_1_1_CMapFixations': 0.125}","[0.3994134949, 0.4024836678, 0.599727362, 0.602629708, 0.6130977289, 0.5983841122, 0.5914140773000001, 0.39715055250000003, 0.3962825783, 0.6036334438000001, 0.31626551750000004, 0.6070351515, 0.6005347119000001, 0.6063805406, 0.6087340990000001, 0.3961876245, 0.6660219109000001, 0.43545608480000003, 0.4419727587, 0.3149937961, 0.6040156284, 0.6093437767000001, 0.3960375446, 0.6035074088, 0.565931677, 0.6025415372, 0.5964091383, 0.6103728784, 0.5939823374000001, 0.46713814410000004, 0.6022762182, 0.6055476508000001, 0.6046662304, 0.6099409026, 0.37473623640000003, 0.5739659979, 0.5710963698, 0.558205968, 0.5926568761000001, 0.6003565123, 0.2785100775, 0.594386627, 0.600225454, 0.5967611748, 0.5262935736000001, 0.33498676310000003, 0.42206343630000004, 0.5999119735, 0.6090216441, 0.33497421990000004, 0.6150249371000001, 0.5554041028, 0.5269785224, 0.6153792273, 0.5611458843, 0.6059535321, 0.59153208, 0.607686033, 0.3960633092, 0.6059986929, 0.5985141668, 0.6011426244, 0.6087111895, 0.576810832, 0.5053748534, 0.3053506279, 0.3432514956, 0.5907701561, 0.6060518345, 0.5815386268, 0.5056601591000001, 0.5436632661, 0.5969568363000001, 0.5491130032, 0.6119110705, 0.5053622676, 0.5064301464000001, 0.603296915, 0.5925237844, 0.5584335442, 0.5996708496, 0.6045521125000001, 0.5971903741, 0.5292795157, 0.6097039658, 0.5941909184, 0.4653309888, 0.42068174690000004, 0.5971575434, 0.5507665278, 0.6134823523, 0.6216453388000001, 0.606843197, 0.601155675, 0.5767914594, 0.5985443981, 0.6007908959, 0.5907720944, 0.6013390947, 0.6184108838, 0.5961447359000001, 0.6092156796, 0.3994283033, 0.5950643874, 0.5973544473, 0.4760252835, 0.46168317210000004, 0.5934382683, 0.6087958586000001, 0.6029424978, 0.3053816783, 0.3238927941, 0.5958270553, 0.3349500904, 0.6007971232, 0.5292857012000001, 0.410628894, 0.6094350333, 0.543660019, 0.6045972016, 0.6040722606000001, 0.6067819584, 0.6057625066, 0.5023059196, 0.5426653322, 0.6033709344, 0.3961646281, 0.592609924, 0.42270839920000003, 0.3054137225, 0.536330971, 0.5930185355, 0.459909528, 0.5982071979, 0.34134855940000003, 0.5510753482, 0.6024832141, 0.5346665105, 0.6124452649000001, 0.6637583913, 0.6026210037, 0.59593365, 0.6181605383000001, 0.5951161108, 0.5694068255, 0.5922260497, 0.5917197193, 0.5980959, 0.5659037005, 0.5469353281, 0.5815752479, 0.5956481539, 0.550749198, 0.3350192831, 0.5968108122, 0.5618265384000001, 0.4656279943, 0.4146065432, 0.5994390523, 0.4982766803, 0.5975012695, 0.6001520413, 0.5421121865, 0.505959993, 0.5988308258, 0.5907639781, 0.4961016319, 0.5502088474, 0.5284837792, 0.6095040218000001, 0.6028246172, 0.5989142954000001, 0.3962790571, 0.3444538703, 0.5977709113, 0.6004330032, 0.6002130330000001, 0.5939433249, 0.6039811267, 0.5980034471, 0.5981836359, 0.5920940958, 0.5056890367, 0.5999218733, 0.6023195958, 0.604246758, 0.5888937192, 0.5967839519, 0.28004620680000003, 0.5939596912, 0.5636099777, 0.611300955, 0.3962390622, 0.6013025857000001, 0.6053692371, 0.6064064274000001, 0.6035256898, 0.5926950157, 0.5426260997, 0.5063136822000001, 0.5521007479, 0.5996863379, 0.4109321899, 0.51326376, 0.3349843353, 0.6021955846, 0.5973984689, 0.5959177679000001, 0.6282835994, 0.5292942947, 0.5922365758, 0.2814071863, 0.5949162853000001, 0.6029767508, 0.5988053481, 0.3349567579]","{'208': 1.0, '213': 0.0, '63': 0.5, '197': 0.0, '97': 0.5, '204': 0.0, '181': 0.0, '146': 0.5, '50': 0.5, '96': 0.5, '148': 0.0, '209': 0.5, '144': 0.5, '80': 0.0, '43': 0.5, '91': 1.0, '28': 0.5, '74': 1.0, '147': 0.5, '13': 0.5, '86': 0.5, '66': 0.5, '184': 0.5, '199': 0.5, '48': 0.5, '129': 0.0, '12': 0.0, '71': 0.0, '9': 1.0, '162': 0.5, '130': 0.5, '173': 0.5, '155': 1.0, '149': 0.5, '164': 0.5, '54': 0.5, '11': 0.5, '171': 0.5, '158': 0.5, '122': 0.5, '8': 0.5, '143': 0.5, '152': 0.5, '3': 0.5, '67': 0.5, '138': 0.5, '133': 0.5, '16': 1.0, '46': 1.0, '73': 0.5, '38': 0.5, '136': 0.5, '212': 0.5, '31': 0.5, '88': 0.5, '186': 0.5, '78': 0.0, '113': 0.5, '5': 0.5, '183': 1.0, '193': 1.0, '18': 0.5, '14': 0.5, '102': 1.0, '83': 0.5, '68': 0.5, '134': 0.0, '211': 0.5, '53': 1.0, '85': 0.5, '205': 0.0, '84': 0.5, '206': 0.0, '106': 0.5, '127': 0.5, '60': 0.5, '17': 0.5, '76': 0.0, '107': 0.0, '2': 0.0, '174': 0.5, '124': 1.0, '4': 0.5, '79': 1.0, '27': 0.5, '140': 0.0, '75': 0.5, '33': 0.5, '216': 0.5, '141': 0.5, '1': 0.5, '57': 0.5, '139': 0.5, '179': 0.5, '190': 0.5, '214': 1.0, '10': 0.5, '177': 0.5, '25': 0.5, '99': 0.5, '29': 0.0, '47': 0.5, '69': 0.0, '104': 0.5, '35': 0.5, '169': 0.5, '188': 0.5, '114': 0.5, '176': 0.5, '126': 1.0, '22': 0.5, '201': 0.5, '194': 0.5, '93': 0.0, '70': 1.0, '172': 1.0, '49': 1.0, '195': 1.0, '98': 0.0, '200': 1.0, '7': 0.0, '123': 0.0, '37': 0.5, '196': 0.0, '55': 0.5, '77': 0.5, '45': 0.5, '131': 0.5, '61': 1.0, '128': 0.5, '120': 0.0, '30': 0.0, '178': 0.5, '170': 0.5, '64': 0.5, '198': 0.5, '40': 0.5, '157': 0.5, '154': 0.5, '87': 0.5, '180': 1.0, '89': 0.0, '32': 0.5, '150': 1.0, '19': 1.0, '110': 0.0, '52': 1.0, '62': 0.5, '108': 0.5, '90': 0.0, '142': 0.5, '56': 1.0, '105': 0.5, '115': 0.5, '39': 0.5, '34': 0.0, '161': 0.5, '166': 1.0, '132': 0.0, '6': 0.5, '101': 0.5, '203': 0.0, '21': 0.5, '163': 0.5, '215': 0.5, '109': 0.0, '168': 0.0, '167': 0.0, '15': 0.0, '207': 0.5, '82': 0.5, '191': 1.0, '111': 0.5, '159': 0.0, '23': 0.5, '189': 0.5, '20': 1.0, '41': 1.0, '42': 0.5, '112': 0.5, '192': 0.0, '36': 0.0, '118': 1.0, '44': 0.0, '187': 0.5, '119': 0.0, '51': 0.0, '58': 0.5, '185': 0.5, '100': 0.5, '160': 0.5, '153': 0.0, '103': 0.0, '65': 0.0, '175': 1.0, '116': 0.5, '92': 0.5, '182': 0.5, '24': 0.0, '94': 0.0, '59': 0.5, '26': 1.0, '151': 0.5, '125': 0.5, '95': 1.0, '137': 0.5, '117': 1.0, '72': 0.5, '165': 0.5, '81': 0.5, '135': 0.0, '210': 0.5, '156': 0.0, '145': 0.5, '202': 0.5, '121': 0.5}",PCA,emip,"['fractions', 'cscw']","['information_processing_ratio', 'saccade_speed_skewness', 'entropy_xy', 'saccade_verticality']"
